813,むかえにくる,迎えに来る,to come to pick up (someone),16
814,ええと,,well...; let me see...,16
815,きょうじゅうに,今日中に,by the end of today,16
816,このあいだ,この間,the other day,16
817,このぐらい,,about this much,16
818,ごめん,,I'm sorry. (casual),16
819,しつれいします,失礼します,Excuse me..; Sorry to interrupt you.,16
820,じぶんで,自分で,(do something) oneself,16
821,じゅぎょうちゅうに,授業中に,in class; during the class,16
822,ほかの,,other,16
823,おきゃくさん,お客さん,guest; visitor; client; customer,17
824,おとこ,男,man,17
825,おゆ,お湯,hot water,17
826,おんな,女,woman,17
827,かぎ,,key,17
828,かみ,紙,paper,17
829,きゅうりょう,給料,salary,17
830,コンタクト,,contact lenses,17
831,さいてい,最低,the lowest; the worst,17
832,サラリーマン,,salaryman; company employee,17
833,ざんぎょう,残業,overtime work,17
834,ストーブ,,heater,17
835,たからくじ,宝くじ,lottery,17
836,ちがい,違い,difference,17
837,ニュース,,news,17
838,ひげ,,beard,17
839,ひみつ,秘密,secret,17
840,りょう,寮,dormitory,17
841,りょこうがいしゃ,旅行会社,travel agency,17
842,うらやましい,,envious,17
843,すくない,少ない,a little; a few,17
844,つよい,強い,strong,17
845,えらぶ,選ぶ,to choose; to select,17
846,かみをとかす,髪をとかす,to comb one's hair,17
847,おゆをわかす,お湯を沸かす,to boil water,17
848,こむ,込む,to get crowded,17
849,たからくじにあたる,宝くじに当たる,to win a lottery,17
850,ぬぐ,脱ぐ,to take off (clothes),17
851,ひげをそる,,to shave one's beard,17
852,いれる,,"to make tea, coffee, etc.",17
853,かぎをかける,,to lock,17
854,たりる,足りる,to be sufficient; to be enough,17
855,なれる,慣れる,to get used to...,17
856,けしょうする,化粧する,to put makeup on,17
857,しゅうしょくする,就職する,to get a full-time job (at...),17
858,する,,"to wear small items (necktie, watch, etc.)",17
859,りこんする,離婚する,to get a divorce,17
860,おめでとうございます,,Congratulations!,17
861,じぶん,自分,oneself,17
862,ずいぶん,,very,17
863,そうか,,I see. (casual),17
864,それに,,"moreover, ...",17
865,たとえば,例えば,for example,17
866,〜にくらべて,〜に比べて,compared with ...,17
867,〜によると,,according to ...,17
868,まえ,前,before...,17
869,やっぱり,,after all,17
870,あと,後,the rest,18
871,エアコン,,air conditioner,18
872,カーテン,,curtain,18
873,ぎゅうにゅう,牛乳,milk,18
874,シャンプー,,shampoo,18
875,スイッチ,,switch,18
876,スカート,,skirt,18
877,しょうゆ,しょう油,soy sauce,18
878,そと,外,outside,18
879,タオル,,towel,18
880,にっき,日記,diary,18
881,ポップコーン,,popcorn,18
882,やちん,家賃,rent,18
883,ゆうがた,夕方,evening,18
884,ラジカセ,,cassette player with a radio,18
885,るすばんでんわ,留守番電話,answering machine,18
886,れいぞうこ,冷蔵庫,refrigerator,18
887,ろうそく,,candle,18
888,あかるい,明るい,bright,18
889,きぶんがわるい,気分が悪い,to feel sick,18
890,はずかしい,恥ずかしい,embarassing; to feel embarassed,18
891,あく,開く,(something) opens,18
892,あやまる,謝る,to apologize,18
893,おす,押す,to press; to push,18
894,おとす,落とす,to drop (something),18
895,おゆがわく,お湯が沸く,water boils,18
896,ころぶ,転ぶ,to fall down,18
897,こわす,壊す,to break (something),18
898,さく,咲く,to bloom,18
899,しまる,閉まる,(something) closes,18
900,たすかる,助かる,to be saved; to be helped,18
901,たのむ,頼む,to ask (a favor),18
902,つく,,(something) turns on,18
903,よごす,汚す,to make dirty,18
904,おちる,落ちる,(something) drops,18
905,かんがえる,考える,to think (about); to consider,18
906,きえる,消える,(something) goes off,18
907,こわれる,壊れる,(something) breaks,18
908,よごれる,汚れる,to become dirty,18
909,ちゅうもんする,注文する,to place an order,18
910,いますぐ,今すぐ,right away,18
911,おかげで,,thanks to ...,18
912,おさきにしつれいします,お先に失礼します,"See you. (lit., I'm leaving ahead of you.)",18
913,おつかれさまでした,お疲れ様でした,You must be tired after working so hard. (ritualistic expression),18
914,ほんとうに,本当に,really,18
915,まず,,first of all,18
916,〜までに,,by (time/date),18
917,どうしよう,,What should I/we do?,18
918,しょうたいする,招待する,to invite someone (to an event/a place),19
919,おくさま,奥様,(your/his) wife (polite),19
920,おこさん,お子さん,(your/their) child (polite),19
921,おれい,お礼,expression of gratitude,19
922,けいご,敬語,honorific language,19
923,こちら,,this way (polite),19
924,しゅっちょう,出張,business trip,19
925,しゅるい,種類,a kind; a sort,19
926,せいかく,性格,personality,19
927,ちゅうがくせい,中学生,junior high school student,19
928,どちら,,where (polite),19
929,なまけもの,怠け者,lazy person,19
930,なやみ,悩み,worry,19
931,はずかしがりや,恥ずかしがり屋,shy person,19
932,はなし,話,chat; talk,19
933,ぶちょう,部長,department manager,19
934,ぶんか,文化,culture,19
935,まちがい,間違い,mistake,19
936,なかがいい,仲がいい,be on good/close terms; to get along well,19
937,まじめ,,serious; sober; diligent,19
938,いらっしゃる,,"honorific expression for いく, くる, and いる",19
939,おくる,送る,to walk/drive (someone),19
940,おこる,怒る,to get angry,19
941,おっしゃる,,honorific expression for いう,19
942,おやすみになる,お休みになる,honorific expression for ねる,19
943,きまる,決まる,to be decided,19
944,くださる,下さる,honorific expression for くれる,19
945,ごらんになる,ご覧になる,honorific expression for みる,19
946,しりあう,知り合う,to get aquainted with,19
947,〜ていらっしゃる,,honorific expression for 〜ている,19
948,なさる,,honorific expression for する,19
949,ひっこす,引っ越す,to move (to another place to live),19
950,めしあがる,召し上がる,honorific expression for たべる and のむ,19
951,よぶ,呼ぶ,to call (one's name); to invite,19
952,よる,寄る,to stop by,19
953,おくれる,遅れる,to become late,19
954,かける,,to sit down,19
955,はれる,晴れる,to become sunny,19
956,もてる,,to be popular (in terms of romantic interest),19
957,えんりょする,遠慮する,to hold back for the time being; to refrain from,19
958,ごちそうする,,to treat/invite (someone) to a meal,19
959,ちゅういする,注意する,to watch out; to give warning,19
960,はなしをする,話をする,to have a talk,19
961,おととい,,the day before yesterday,19
962,なぜ,,why (=どうして),19
963,ほんとうは,本当は,in fact; originally,19
964,まいあさ,毎朝,every morning,19
965,まだ,,still,19
966,〜めいさま,〜名様,party of ... people,19
967,ようこそ,,Welcome.,19
968,よろしくおつたえください,よろしくお伝えください,Please give my best regards (to ...),19
969,あちら,,this way (polite),20
970,うちゅうじん,宇宙人,space alien,20
971,おと,音,sound,20
972,かかりのもの,係の者,our person in charge,20
973,かど,角,corner,20
974,かみさま,神様,God,20
975,くうこう,空港,airport,20
976,じ,字,letter; character,20
977,してん,支店,branch office,20
978,しゅみ,趣味,hobby; pastime,20
979,しょうせつ,小説,novel,20
980,しんごう,信号,traffic light,20
981,スニーカー,,sneakers,20
982,せんす,扇子,fan,20
983,つき,月,moon,20
984,ハイヒール,,high heels,20
985,ゆうべ,,last night,20
986,おもい,重い,heavy; serious (illness),20
987,あるく,歩く,to walk,20
988,いたす,致す,extra-modest expression for する,20
989,いただく,頂く,extra-modest expression for たべる and のむ,20
990,いただく,頂く,humble expression for もらう,20
991,うかがう,伺う,to humbly visit; to humbly ask,20
992,おる,,extra-modest expression for いる,20
993,ござる,,extra-modest expression for ある,20
994,〜ておる,,extra-modest expression for 〜ている,20
995,〜でござる,,extra-modest expression for です,20
996,まいる,参る,extra-modest expression for いく and くる,20
997,まがる,曲がる,to turn (right/left),20
998,もうす,申す,extra-modest expression for いう,20
999,もどる,戻る,to return; to come back,20
1000,きこえる,聞こえる,to be audible,20
1001,さしあげる,差し上げる,humble expression for あげる,20
1002,つたえる,伝える,to convey (message),20
1003,またせる,待たせる,to keep (someone) waiting,20
1004,こうかんする,交換する,to exchange,20
1005,せいかつする,生活する,to lead a life,20
1006,へんぴんする,返品する,to return (merchandise),20
1007,おや,,Oh!,20
1008,〜かい,〜階,...th floor,20
1009,かしこまりました,,Certainly.,20
1010,さあ,,"I am not sure, ...",20
1011,しつれいしました,失礼しました,I'm very sorry,20
1012,しょうしょう,少々,a few seconds,20
1013,それでは,,"if that is the case, ...",20
1014,できれば,,if possible,20
1015,まことに,誠に,really (very polite),20
1016,また,,again,20
1017,もうしわけありません,申し訳ありません,You have my apologies.,20
1018,よろしかったら,,if it is okay (polite),20
1019,あかちゃん,赤ちゃん,baby,21
1020,か,蚊,mosquito,21
1021,かいぎ,会議,business meeting; conference,21
1022,ガソリン,,gasoline,21
1023,かんきょう,環境,environment,21
1024,けいさつ,警察,police; police station,21
1025,こうじょう,工場,factory,21
1026,こと,事,things; matters,21
1027,しゅうでん,終電,last train,21
1028,スピーチ,,speech,21
1029,せいふ,政府,government,21
1030,ちかん,,sexual offender; lascivious man,21
1031,どろぼう,泥棒,burgular,21
1032,バイト,,abbreviation of アルバイト,21
1033,はんにん,犯人,criminal,21
1034,ポスター,,poster,21
1035,むかし,昔,old days; past,21
1036,もんく,文句,complaint,21
1037,もんくをいう,文句を言う,to complain,21
1038,るす,留守,absence; not at home,21
1039,とおい,遠い,far (away),21
1040,ひどい,,awful,21
1041,あんぜん,安全,safe,21
1042,たいせつ,大切,precious; valuable,21
1043,めちゃくちゃ,,messy; disorganized,21
1044,おく,置く,to put; to lay; to place,21
1045,きがつく,気が付く,to notice,21
1046,ける,,to kick,21
1047,さす,刺す,to sting; to bite (bug); to stab,21
1048,さわる,触る,to touch,21
1049,つかまる,捕まる,to be arrested; to be caught,21
1050,つつむ,包む,to wrap; to cover,21
1051,なぐる,殴る,to strike; to hit; to punch,21
1052,ぬすむ,盗む,to steal; to rob,21
1053,はる,貼る,to post,21
1054,ふむ,踏む,to step on,21
1055,ふる,,to turn down (somebody); to reject; to jilt,21
1056,やく,焼く,to bake,21
1057,やる,,"to give (to pets, plants, younger siblings, etc.)",21
1058,いじめる,,to bully,21
1059,きがえる,着替える,to change clothes,21
1060,ためる,,to save money,21
1061,つづける,,to continue,21
1062,ほめる,,to praise; to say nice things,21
1063,まちがえる,間違える,to make a mistake,21
1064,みつける,見つける,to find,21
1065,じゅんびする,準備する,to prepare,21
1066,ばかにする,,to insult; to make a fool of ...,21
1067,びっくりする,,to be surprised,21
1068,ひるねをする,昼寝をする,to take a nap,21
1069,れんらくする,連絡する,to contact,21
1070,〜あいだに,〜間に,while...,21
1071,ころ,,time of...; when...,21
1072,すこし,少し,a little,21
1073,とにかく,,anyhow; anyway,21
1074,どうりょう,同僚,colleague,21
1075,あいて,相手,partner,22
1076,うけつけ,受付,reception desk,22
1077,えいかいわ,英会話,English conversation,22
1078,おじょうさん,お嬢さん,(someone's) daughter (polite),22
1079,かじ,家事,household matters,22
1080,かぜ,風,wind,22
1081,き,木,tree,22
1082,きまつしけん,期末試験,final examination,22
1083,こうはい,後輩,junior members of a group,22
1084,さる,猿,monkey,22
1085,じゆう,自由,freedom,22
1086,じゅく,塾,cram school,22
1087,しょるい,書類,document,22
1088,せんぱい,先輩,senior members of a group,22
1089,ひとりぐらし,一人暮らし,living alone,22
1090,ぶか,部下,subordinate,22
1091,ふくしゅう,復習,review of lessons,22
1092,プロジェクト,,project,22
1093,ボール,,ball,22
1094,むだづかい,無駄遣い,waste (money),22
1095,めんきょ,免許,license,22
1096,よしゅう,予習,preparation of lessons,22
1097,うるさい,,noisy; annoying,22
1098,しんぱい,心配,worried about,22
1099,びんぼう,貧乏,poor,22
1100,ペラペラ,,fluent,22
1101,へん,変,strange; unusual,22
1102,らく,楽,easy; comfortable,22
1103,かつ,勝つ,to win,22
1104,コピーをとる,コピーを取る,to make a photocopy,22
1105,はこぶ,運ぶ,to carry from one place to another; transport,22
1106,はしる,走る,to run,22
1107,ひろう,拾う,to pick up (something),22
1108,ふく,吹く,to blow,22
1109,ほうっておく,放っておく,to leave (someone/something) alone; to neglect,22
1110,まにあう,間に合う,to be in time for,22
1111,むかえにいく,迎えに行く,to go to pick up (someone),22
1112,けいかくをたてる,計画を立てる,to make a plan,22
1113,そだてる,育てる,to raise; to bring up,22
1114,たすける,助ける,to help; to rescue,22
1115,まける,負ける,to lose (a match),22
1116,おねがいする,お願いする,to pray for help,22
1117,さんせいする,賛成する,to agree,22
1118,しっぱいする,失敗する,to fail; to be unsuccessful,22
1119,てつやする,徹夜する,to stay up all night,22
1120,はんたいする,反対する,to oppose; to object to,22
1121,ほんやくする,翻訳する,to translate,22
1122,こんなふう,,in this way,22
1123,ずっと,,for a long time; all the time,22
1124,ぜったいに,絶対に,definitely,22
1125,そんなことはない,,I don't think so.,22
1126,〜とか,,...for example,22
1127,なんども,何度も,many times,22
1128,のんびり,,in a leisurely way,22
1129,もうすこし,もう少し,a little more,22
1130,おもいで,思い出,memory,23
1131,かいがいりょこう,海外旅行,trip to a foreign country,23
1132,からだ,体,body,23
1133,くつした,靴下,socks,23
1134,こくさいでんわ,国際電話,international call,23
1135,じゅぎょうりょう,授業料,tuition,23
1136,しょうがっこう,小学校,elementary school,23
1137,せんきょ,選挙,election,23
1138,タイヤ,,tire,23
1139,ただ,,free of charge,23
1140,ばしょ,場所,place,23
1141,べっそう,別荘,villa; vacation home,23
1142,ボーナス,,bonus,23
1143,ぼんおどり,盆踊り,Bon dance (Japanese traditional dance),23
1144,めんせつ,面接,interview,23
1145,ゆうしょく,夕食,dinner,23
1146,りそう,理想,ideal,23
1147,るすばん,留守番,looking after a house during one's absence,23
1148,まずい,,(food is) terrible,23
1149,あめがやむ,雨がやむ,the rain stops,23
1150,いなくなる,,(someone) is gone; to disappear,23
1151,おせわになる,お世話になる,to be in someone's care,23
1152,おなかをこわす,,to have a stomachache,23
1153,ちがう,違う,to be different; wrong,23
1154,なくなる,,to be lost; to disappear,23
1155,わるぐちをいう,悪口を言う,to talk behind someone's back,23
1156,うける,受ける,"to take (an examination, interview, etc.)",23
1157,かえる,換える,to change,23
1158,はなれる,離れる,(something/someone) separates; parts from,23
1159,〜かおをする,〜顔をする,to look ...(facial expression),23
1160,がっかりする,,to be disappointed,23
1161,がまんする,我慢する,to be tolerant/patient,23
1162,せわをする,世話をする,to take care of ...,23
1163,どうじょうする,同情する,to sympathize,23
1164,パンクする,,(tire) goes flat,23
1165,もどってくる,戻ってくる,(something/someone) comes back,23
1166,ゆうしょうする,優勝する,to win a championship,23
1167,いや,,no,23
1168,げんきでね,元気でね,Take care of yourself.,23
1169,そうそう,,You are right.,23
1170,そろそろ,,it is about time to ...,23
1171,そんな〜,,such ...; that kind of ...,23
1172,ものすごく,,extremely,23
